   11
    1    0    0       0.0000000
    3    0    0      41.2525748
    3    1    1      41.8145110
    1    0    0      41.8722143
    1    1    1      42.2474183
    3    0    0      48.6906750
    3    1    1      48.8413172
    1    0    0      48.8514816
    3    2    0      48.9236819
    1    2    0      48.9288222
    1    1    1      48.9598424
